Unspecified,,,,,,,,,,,
Unspecified,,,,,,,,,,,
Project,Project Title,Total Project Cost (KES),Funding Type,Funding Source,Start Date (Planned),Start Date (Actual),Duration (Months),Vision 2030 Flagship Ministry,MTEF Sector,Implementing Agency,Implementation Status
2015/055543,Social Development Administration Blocks,"25,000,000",GoK; Unspecified,Government of Kenya,07/01/2015,,11 months,Unspecified,"Social Protection, Culture and Recreation",1141 - Ministry of Labour Social Security and Services,Planned
2015/055684,CHUKA REFURB,"2,969,758",Unspecified,Government of Kenya,07/01/2015,,35 months,Unspecified,"Governance, Justice, Law and Order (GJLOS)",1261 - The Judiciary,Planned
,,,,,,,,,,,
MDG 1 - Eradicate extreme poverty and hunger,,,,,,,,,,,
313 - Tharaka Nithi County,,,,,,,,,,,
,Project Title,Total Project Cost (KES),Funding Type,Funding Source,Start Date (Planned),Start Date (Actual),Duration (Months),Vision 2030 Flagship Ministry,MTEF Sector,Implementing Agency,Implementation Status
2010/052126,Project For Sustainable Smallholder Irrigation Development And Management In Central And Southern Kenya (Sideman),"188,541,830",Grant; GoK; Unspecified,021 - Government of Japan; Government of Kenya,12/01/2005,12/01/2005,96 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources,Ongoing
2010/052188,Community Development Trust Fund (Cdtf) CDP III,"265,050,990",Grant; Unspecified,505 - European Development Fund,07/01/2010,,74 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052263,Community Empowerement And Institutional Support Project (CEISP),"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,07/01/2010,,71 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052265,Small Holder Horticulture Development Project - Shdp,"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,01/08/2008,01/08/2008,125 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2010/052313,Green Zones Development Support Project,"2,837,783,200",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,31/03/2006,07/03/2006,146 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD); Environmental Protection, Water and Natural Resources","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1101 - State Department for Environment and Natural Resources; 1161 - State Department for Agriculture",Ongoing
2012/053321,Kenya Rural Development Programme (KRDP),"66,400,000",Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,26/06/2011,,73 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD); Public Administration and International Relations (PAIR)","103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 116 - MOAL&F - Coffee Research Foundation (CRF); 116 - MOAL&F - Kenya Agricultural Research Institute (KARI); 1032 - State Department for Devolution; 1161 - State Department for Agriculture",Ongoing
2012/053369,Judicial Preformance Improvement Project (JPIP),"1,428,571",Loan ; Unspecified,501 - International Development Association (IDA),31/12/2012,12/06/2007,132 months,Office of The Attorney General and Department of Justice,"Governance, Justice, Law and Order (GJLOS)",1261 - The Judiciary,Ongoing
2012/053430,Rural Roads Rehabilitation (Roads 2000 Project Phase III) - EC,"1,615,000,000",Loan ; Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,20/07/2006,13/03/2009,102 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA); 1091 - State Department of Infrastructure,Ongoing
2012/053551,Protecting And Rebuiding Livelihoods In The Arid And Semi Arid Lands,"34,826,490,000",Unspecified,523 - World Food Programme,05/01/2012,05/01/2012,35 months,Unspecified,Unspecified,"103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 1081 - Ministry of Health",Ongoing
2012/053864,Upper Tana Catchment Natural Resource Management Project (UTCNRMP),"6,142,857,143",Loan ; GoK; Unspecified,526 - International Fund for Agricultural Development (IFAD); Government of Kenya,07/02/2012,,94 months,Ministry of Environment Water and Natural Resources,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.,Ongoing
2012/053953,Rural Electrification Project,"63,465,000",Loan ; GoK; Unspecified,019 - Saudi Fund for Development; 512 - Arab Bank for Economic Development in Africa (BADEA); 513 - Organization of Petroleum Exporting Countries (OPEC); 020 - Abhu Dhabi Fund; Government of Kenya,31/01/2012,,66 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum,Ongoing
2013/054197,Construction Of Kathangachini Bridge,"47,000,000",Unspecified,Constituency Development Fund (CDF),08/04/2009,01/05/2010,35 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure,Ongoing
2013/054199,Maara District Headquarters,"35,000,000",Unspecified,Government of Kenya,10/01/2009,01/01/2010,20 months,Unspecified,"Governance, Justice, Law and Order (GJLOS)",1111 - Ministry of Land Housing and Urban Development,Ongoing
,,,,,,,,,,,
MDG 1 - Eradicate extreme poverty and hunger,,,,,,,,,,,
314 - Embu County,,,,,,,,,,,
,Project Title,Total Project Cost (KES),Funding Type,Funding Source,Start Date (Planned),Start Date (Actual),Duration (Months),Vision 2030 Flagship Ministry,MTEF Sector,Implementing Agency,Implementation Status
2010/052009,Shomap-Smallholder Horticulture Marketing Programme,"24,438,722",Loan ; Grant; GoK; Unspecified,526 - International Fund for Agricultural Development (IFAD); Government of Kenya,19/07/2007,19/07/2007,101 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2010/052104,Rehabiltation of Vocational Rehabilitation Centres (VRCs) and Older Persons Rescue Centre,"261,221,607",GoK; Unspecified,Government of Kenya,15/07/2010,15/07/2010,119 months,Unspecified,"Social Protection, Culture and Recreation",103 - Ministry of Devolution and Planning; 1141 - Ministry of Labour Social Security and Services,Ongoing
2010/052126,Project For Sustainable Smallholder Irrigation Development And Management In Central And Southern Kenya (Sideman),"188,541,830",Grant; GoK; Unspecified,021 - Government of Japan; Government of Kenya,12/01/2005,12/01/2005,96 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources,Ongoing
2010/052188,Community Development Trust Fund (Cdtf) CDP III,"265,050,990",Grant; Unspecified,505 - European Development Fund,07/01/2010,,74 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052191,Improvement Of The Water Supply System In Embu,"2,180,000,000",Grant; GoK; Unspecified,021 - Government of Japan; Government of Kenya,15/09/2010,,53 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 170 - MOWI - Tana Water Services Board,Pipelined
2010/052263,Community Empowerement And Institutional Support Project (CEISP),"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,07/01/2010,,71 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052265,Small Holder Horticulture Development Project - Shdp,"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,01/08/2008,01/08/2008,125 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2010/052270,Smallholder Irrigation Programme Mt. Kenya - Phase II (2004 65 146),"376,344,086",Loan ; Grant; GoK; Unspecified,014 - Government of Germany (KFW-GERMANY); Government of Kenya,15/09/2009,15/09/2009,75 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 1101 - State Department for Environment and Natural Resources; 1161 - State Department for Agriculture,Ongoing
2010/052313,Green Zones Development Support Project,"2,837,783,200",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,31/03/2006,07/03/2006,146 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD); Environmental Protection, Water and Natural Resources","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1101 - State Department for Environment and Natural Resources; 1161 - State Department for Agriculture",Ongoing
2011/053166,Mainstreaming Sustainable Land Management In Agro-Pastoral Production Systems Of Kenya,"942,801,129",Grant; GoK; Unspecified,517 - United Nations Development Programme (UNDP); Government of Kenya,11/01/2010,,61 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture; 1162 - State Department for Livestock",Ongoing
2011/053187,Kenya Agricutural Productivity & Agribusiness Project (KAPAP),"5,970,149,254",Loan ; GoK; Unspecified,501 - International Development Association (IDA),12/06/2009,12/06/2009,87 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2012/053321,Kenya Rural Development Programme (KRDP),"66,400,000",Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,26/06/2011,,73 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD); Public Administration and International Relations (PAIR)","103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 116 - MOAL&F - Coffee Research Foundation (CRF); 116 - MOAL&F - Kenya Agricultural Research Institute (KARI); 1032 - State Department for Devolution; 1161 - State Department for Agriculture",Ongoing
2012/053334,Smallholder Irrigation Programme Mount Kenya (Phase III),"389,610,390",Loan ; GoK; Unspecified,014 - Government of Germany (KFW-GERMANY),14/07/2011,07/02/2012,47 months,Unspecified,"Environmental Protection, Water and Natural Resources","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2012/053430,Rural Roads Rehabilitation (Roads 2000 Project Phase III) - EC,"1,615,000,000",Loan ; Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,20/07/2006,13/03/2009,102 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA); 1091 - State Department of Infrastructure,Ongoing
2012/053864,Upper Tana Catchment Natural Resource Management Project (UTCNRMP),"6,142,857,143",Loan ; GoK; Unspecified,526 - International Fund for Agricultural Development (IFAD); Government of Kenya,07/02/2012,,94 months,Ministry of Environment Water and Natural Resources,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.,Ongoing
2012/053953,Rural Electrification Project,"63,465,000",Loan ; GoK; Unspecified,019 - Saudi Fund for Development; 512 - Arab Bank for Economic Development in Africa (BADEA); 513 - Organization of Petroleum Exporting Countries (OPEC); 020 - Abhu Dhabi Fund; Government of Kenya,31/01/2012,,66 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum,Ongoing
2013/054074,"Support For Technical, Industrial, Vocational And Entrepreneurship Training (TIVET)","2,773,600,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,15/05/2009,,74 months,Ministry of Education,Education,106 - Ministry of Education; 1062 - State Department for Science and Technology,Ongoing
2013/054167,Embu Probation Office,"15,000,000",Unspecified,Government of Kenya,30/08/2011,30/09/2011,10 months,Unspecified,"Governance, Justice, Law and Order (GJLOS)",102 - Ministry of Interior and Coordination of National Government,Completed
2013/054498,Prisoners Accommodation Block-Embu Main,"30,000,000",Unspecified,Government of Kenya,02/10/2008,01/08/2010,64 months,Unspecified,"Governance, Justice, Law and Order (GJLOS)",102 - Ministry of Interior and Coordination of National Government,Ongoing
2014/054801,Construction Of Ena-Ishara-Chiakariga Road,"2,798,526,783",GoK; Unspecified,Government of Kenya,04/02/2007,04/12/2007,30 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure,Ongoing
2014/054903,Construction To Bitumen Standards Of Muthatari-Siakago-Ugweri (D469/D467) Roads,"1,232,598,289",GoK; Unspecified,Government of Kenya,25/02/2014,28/02/2014,23 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA),Ongoing
2014/055007,CONSTRUCTION OF PROPOSED MULTIPURPOSE CLASSROOM AT EMBU UNIVERSITY COLLEGE,"18,000,497",GoK; Unspecified,Government of Kenya,14/01/2013,14/01/2013,16 months,Unspecified,Education,106 - MOES&T - Embu University College,Ongoing
2014/055196,Development of Infrastructure for research and seed production in KARI Mwea and KARI Kibos,"99,807,922",Grant; Unspecified,021 - Government of Japan,06/06/2013,,18 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries",Ongoing
2014/055389,Refurbishment of County Labour offices,"13,500,000",Unspecified,Government of Kenya,23/07/2014,17/02/2015,11 months,Ministry of Labour Social Security and Services,"Social Protection, Culture and Recreation",1141 - Ministry of Labour Social Security and Services,Ongoing
,,,,,,,,,,,
MDG 1 - Eradicate extreme poverty and hunger,,,,,,,,,,,
315 - Kitui County,,,,,,,,,,,
,Project Title,Total Project Cost (KES),Funding Type,Funding Source,Start Date (Planned),Start Date (Actual),Duration (Months),Vision 2030 Flagship Ministry,MTEF Sector,Implementing Agency,Implementation Status
2010/051747,Kindaruma - Mwingi - Garissa Transmission Line,"2,006,000,000",Unspecified,501 - International Development Association (IDA); Government of Kenya,08/01/2012,08/06/2012,34 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum; 115 - MOE&P - Kenya Electricity Transmission Company Limited (KETRACO),Ongoing
2010/052080,District Business Solution Centres (DBSC),"110,651,700",Grant; Unspecified,517 - United Nations Development Programme (UNDP),05/10/2006,06/05/2008,84 months,Unspecified,General Economic and Commercial Affairs,118 - Ministry of Commerce Tourism and East African Affairs,Ongoing
2010/052188,Community Development Trust Fund (Cdtf) CDP III,"265,050,990",Grant; Unspecified,505 - European Development Fund,07/01/2010,,74 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052226,Miti Mingi Maisha Bora- Phase II,"2,341,237,113",Grant; GoK; Unspecified,006 - Government of Finland; Government of Kenya,30/06/2009,16/10/2009,78 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 116 - MOAL&F - Kenya Forestry Service; 1101 - State Department for Environment and Natural Resources,Ongoing
2010/052263,Community Empowerement And Institutional Support Project (CEISP),"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,07/01/2010,,71 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2011/052867,Munyu Multipurpose Reservoir,"1,001,000,000",GoK; Unspecified,Government of Kenya,07/01/2008,,0,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 132 - MRDA - Tana and Athi River Development Authority,Ongoing
2011/053185,Water And Sanitation Services Improvement Project (WASSIP),"9,805,194,804",Loan ; GoK; Unspecified,501 - International Development Association (IDA),09/04/2008,09/04/2008,111 months,Ministry of Environment Water and Natural Resources,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 159 - MOWI - Athi Water Service Board; 161 - MOWI - Coast Water Services Board; 163 - MOWI - Lake Victoria North Water Services; 1102 - State Department for Water and Regional Authorities.,Ongoing
2011/053230,Land Adj. And Settlement Office Construction &Nbsp;- Kyuso District,"7,500,000",GoK; Unspecified,Government of Kenya,07/01/2010,09/01/2010,35 months,Unspecified,Unspecified,1111 - Ministry of Land Housing and Urban Development,Ongoing
2012/053321,Kenya Rural Development Programme (KRDP),"66,400,000",Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,26/06/2011,,73 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD); Public Administration and International Relations (PAIR)","103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 116 - MOAL&F - Coffee Research Foundation (CRF); 116 - MOAL&F - Kenya Agricultural Research Institute (KARI); 1032 - State Department for Devolution; 1161 - State Department for Agriculture",Ongoing
2012/053369,Judicial Preformance Improvement Project (JPIP),"1,428,571",Loan ; Unspecified,501 - International Development Association (IDA),31/12/2012,12/06/2007,132 months,Office of The Attorney General and Department of Justice,"Governance, Justice, Law and Order (GJLOS)",1261 - The Judiciary,Ongoing
2012/053551,Protecting And Rebuiding Livelihoods In The Arid And Semi Arid Lands,"34,826,490,000",Unspecified,523 - World Food Programme,05/01/2012,05/01/2012,35 months,Unspecified,Unspecified,"103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 1081 - Ministry of Health",Ongoing
2012/053953,Rural Electrification Project,"63,465,000",Loan ; GoK; Unspecified,019 - Saudi Fund for Development; 512 - Arab Bank for Economic Development in Africa (BADEA); 513 - Organization of Petroleum Exporting Countries (OPEC); 020 - Abhu Dhabi Fund; Government of Kenya,31/01/2012,,66 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum,Ongoing
2013/054070,"Support To Enhancement Of Quality And Relevance In Higher Education, Science And Technology","3,780,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,01/09/2013,,61 months,Unspecified,Education,106 - Ministry of Education; 1062 - State Department for Science and Technology,Ongoing
2013/054074,"Support For Technical, Industrial, Vocational And Entrepreneurship Training (TIVET)","2,773,600,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,15/05/2009,,74 months,Ministry of Education,Education,106 - Ministry of Education; 1062 - State Department for Science and Technology,Ongoing
2013/054104,Construction Of Tuition And Office Block Ii,"248,475,156",GoK; Unspecified,Government of Kenya,07/01/2011,07/01/2011,25 months,Ministry of Education,Education,106 - MOES&T - South Eastern University College,Ongoing
2013/054128,Erection And Completion Of Student Hostel 3,"74,707,883",GoK; Unspecified,Government of Kenya,22/11/2012,22/11/2012,7 months,Unspecified,Education,106 - MOES&T - South Eastern University College,Ongoing
2013/054277,Construction And Completion Of Katheka -Kwa Vonza Water Supply Extension Project,"22,308,767",GoK; Unspecified,Government of Kenya,14/03/2013,14/03/2013,4 months,Unspecified,Education,110 - Ministry of Environment Water and Natural Resources; 106 - MOES&T - South Eastern University College,Ongoing
2014/054672,THWAKE MULTI-PURPOSE WATER DEVELOPMENT PROGRAM PHASE I,"7,987,030,000",Loan ; Grant; GoK; Unspecified,510 - African Development Bank/ Fund; Government of Kenya,27/01/2014,,71 months,Ministry of Environment Water and Natural Resources,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.,Pipelined
2014/054892,Mathatani-Kaloleni-Kaseve Road,"1,251,786,885",Unspecified,Government of Kenya,13/03/2014,13/03/2014,29 months,Unspecified,"Energy, Infrastructure and ICT",135 - MOR - Kenya Rural Roads Authority (KERA),Ongoing
2014/054894,Construction Of Thua Bridge,"424,605,677",GoK; Unspecified,Government of Kenya,06/08/2012,06/11/2012,18 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 133 - MOR - Kenya National Highway Authority,Completed
2014/054920,Construction Of Kamuongo Bridge,"496,153,998",GoK; Unspecified,Government of Kenya,06/01/2013,06/05/2013,8 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA),Ongoing
2015/055475,ENHANCING CLIMATE RESILIENCE AND NUTRITION UPTAKE IN KITUI COUNTY,"18,152,680",Grant; Unspecified,507 - InterGovernmental Authority on Development,02/03/2015,,17 months,Unspecified,"Environmental Protection, Water and Natural Resources",1101 - State Department for Environment and Natural Resources,Pipelined
,,,,,,,,,,,
MDG 1 - Eradicate extreme poverty and hunger,,,,,,,,,,,
316 - Machakos County,,,,,,,,,,,
,Project Title,Total Project Cost (KES),Funding Type,Funding Source,Start Date (Planned),Start Date (Actual),Duration (Months),Vision 2030 Flagship Ministry,MTEF Sector,Implementing Agency,Implementation Status
2010/051620,Mombasa-Nairobi Transmission Line,"19,486,813,190",Loan ; GoK; Unspecified,016 - Government of France; 506 - European Investment Bank; 510 - African Development Bank/ Fund; Government of Kenya,07/01/2010,08/02/2010,72 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum; 115 - MOE&P - Kenya Electricity Transmission Company Limited (KETRACO),Ongoing
2010/051736,Reconstruction Of Multinational Arusha - Namanga Athi River Road Lot K: Athi River - Namanga Section,"6,208,705,229",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund; Government of Kenya,10/08/2007,11/05/2007,133 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 133 - MOR - Kenya National Highway Authority; 1091 - State Department of Infrastructure,Ongoing
2010/052038,Technology Development Center (TDC) Extension Project in Kenya-Athi River,"859,360,000",Loan ; Unspecified,024 - Government of South Korea,09/03/2009,09/03/2009,69 months,Unspecified,"Social Protection, Culture and Recreation",1141 - Ministry of Labour Social Security and Services,Ongoing
2010/052104,Rehabiltation of Vocational Rehabilitation Centres (VRCs) and Older Persons Rescue Centre,"261,221,607",GoK; Unspecified,Government of Kenya,15/07/2010,15/07/2010,119 months,Unspecified,"Social Protection, Culture and Recreation",103 - Ministry of Devolution and Planning; 1141 - Ministry of Labour Social Security and Services,Ongoing
2010/052178,Kenya Youth Empowerment Project (KYEP),"52,200,000",Loan ; Unspecified,501 - International Development Association (IDA),08/02/2010,08/02/2010,96 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1131 - Ministry of Sports Culture and Arts; 1031 - State Department for Planning,Ongoing
2010/052188,Community Development Trust Fund (Cdtf) CDP III,"265,050,990",Grant; Unspecified,505 - European Development Fund,07/01/2010,,74 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052225,Construction Of Classrooms At The Technology Development Centre (Tdc),"28,000,000",GoK; Unspecified,Government of Kenya,07/09/2010,07/09/2010,11 months,Unspecified,Public Administration and International Relations (PAIR),1141 - Ministry of Labour Social Security and Services,Ongoing
2010/052263,Community Empowerement And Institutional Support Project (CEISP),"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,07/01/2010,,71 months,Unspecified,Public Administration and International Relations (PAIR),103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing
2010/052265,Small Holder Horticulture Development Project - Shdp,"2,142,000,000",Loan ; GoK; Unspecified,510 - African Development Bank/ Fund,01/08/2008,01/08/2008,125 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2010/052333,Natural Resources Management Project (NRM),"73,529,412",Loan ; GoK; Unspecified,501 - International Development Association (IDA),05/07/2007,,79 months,Unspecified,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources,Ongoing
2011/053156,Feasibility Study for the Development of Irrigation and Drainage Basic Structures in Kayatta Area,"3,125,000,000",Loan ; Grant; Unspecified,512 - Arab Bank for Economic Development in Africa (BADEA),07/01/2011,,100 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","110 - Ministry of Environment Water and Natural Resources; 116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing
2011/053166,Mainstreaming Sustainable Land Management In Agro-Pastoral Production Systems Of Kenya,"942,801,129",Grant; GoK; Unspecified,517 - United Nations Development Programme (UNDP); Government of Kenya,11/01/2010,,61 months,Unspecified,"Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture; 1162 - State Department for Livestock",Ongoing
2011/053170,Expanded Business Alliance Against Chronic Hunger (BAACH),"147,540,984",Grant; Unspecified,517 - United Nations Development Programme (UNDP),07/01/2010,20/11/2012,72 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD)","116 - Ministry of Agriculture, Livestock and Fisheries",Ongoing
2011/053171,"20m Highmasts Floodlights For Tala/Kangundo, Machakos, Mavoko And Olkejuado","39,243,090",Unspecified,Government of Kenya,22/04/2010,31/05/2010,5 months,Unspecified,Unspecified,1111 - Ministry of Land Housing and Urban Development,Completed
2011/053177,East African Trade and Transport Facilitation Project (EATTFP),"126,400,000,000",Loan ; GoK; Unspecified,501 - International Development Association (IDA),07/06/2006,13/07/2006,143 months,Ministry of Transport and Infrastructure,"Energy, Infrastructure and ICT",1071 - The National Treasury; 109 - Ministry of Transport and Infrastructure; 52 - ODPMMOF - Kenya Revenue Authority ; 133 - MOR - Kenya National Highway Authority; 157 - MOT - Kenya Ports Authority; 158 - MOT - Kenya Railways Corporation; 1091 - State Department of Infrastructure; 1092 - State Department of Transport,Ongoing
2011/053185,Water And Sanitation Services Improvement Project (WASSIP),"9,805,194,804",Loan ; GoK; Unspecified,501 - International Development Association (IDA),09/04/2008,09/04/2008,111 months,Ministry of Environment Water and Natural Resources,"Environmental Protection, Water and Natural Resources",110 - Ministry of Environment Water and Natural Resources; 159 - MOWI - Athi Water Service Board; 161 - MOWI - Coast Water Services Board; 163 - MOWI - Lake Victoria North Water Services; 1102 - State Department for Water and Regional Authorities.,Ongoing
2012/053321,Kenya Rural Development Programme (KRDP),"66,400,000",Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,26/06/2011,,73 months,"Ministry of Agriculture, Livestock and Fisheries","Agriculture, Rural and Urban Development (ARUD); Public Administration and International Relations (PAIR)","103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 116 - MOAL&F - Coffee Research Foundation (CRF); 116 - MOAL&F - Kenya Agricultural Research Institute (KARI); 1032 - State Department for Devolution; 1161 - State Department for Agriculture",Ongoing
2012/053362,Northern Corridor Transport Improvement Project (NCTIP),"37,398,373,983,740",Loan ; GoK; Unspecified,501 - International Development Association (IDA); Government of Kenya,25/09/2004,25/09/2004,129 months,Ministry of Transport and Infrastructure,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 133 - MOR - Kenya National Highway Authority; 153 - MOT - Kenya Airports Authority; 154 - MOT - Kenya Civil Aviation Authority; 1091 - State Department of Infrastructure; 1092 - State Department of Transport,Ongoing
2012/053430,Rural Roads Rehabilitation (Roads 2000 Project Phase III) - EC,"1,615,000,000",Loan ; Grant; GoK; Unspecified,505 - European Development Fund; Government of Kenya,20/07/2006,13/03/2009,102 months,Unspecified,"Energy, Infrastructure and ICT",109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA); 1091 - State Department of Infrastructure,Ongoing
2012/053953,Rural Electrification Project,"63,465,000",Loan ; GoK; Unspecified,019 - Saudi Fund for Development; 512 - Arab Bank for Economic Development in Africa (BADEA); 513 - Organization of Petroleum Exporting Countries (OPEC); 020 - Abhu Dhabi Fund; Government of Kenya,31/01/2012,,66 months,Unspecified,"Energy, Infrastructure and ICT",1151 - Ministry of Energy & Petroleum,Ongoing
2013/054202,Kyaani Piloting Shg,"4,250,000",GoK; Unspecified,006 - Government of Finland,05/06/2010,,10 months,Unspecified,Unspecified,110 - Ministry of Environment Water and Natural Resources,Completed
